access_contract,arm,card_id,condition,condition_factors,n_makers,recorded_metrics,source
{},stable,V02,absent-initially-useful-stable-costly,"{""consideration"":""varied"",""id"":""absent-initially-useful-stable-costly"",""kind"":""initially-useful"",""price_regime"":""costly"",""profile"":""absent"",""purpose"":""stable"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.4975632215360885,""future_choice_log_score"":-1.0360013380895698,""future_considered_targets"":22.51171875,""future_found_options"":8.765625,""future_legal"":1.0,""future_revision_primitives"":1.4287109375,""future_search_exhausted"":0.4951171875,""future_search_primitives"":112.3828125,""old_execution_primitives"":3.0,""original_production_primitives"":22.2265625,""original_search_primitives"":909.140625,""reader_likelihood_terms"":213.2255859375,""reader_prediction_terms"":26.296875,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":1021.5234375,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.4560851020857312,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},surface-habit,V02,absent-initially-useful-stable-costly,"{""consideration"":""varied"",""id"":""absent-initially-useful-stable-costly"",""kind"":""initially-useful"",""price_regime"":""costly"",""profile"":""absent"",""purpose"":""stable"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.5460740599058236,""future_choice_log_score"":-1.2190080213179033,""future_considered_targets"":22.51171875,""future_found_options"":8.765625,""future_legal"":1.0,""future_revision_primitives"":1.4287109375,""future_search_exhausted"":0.4951171875,""future_search_primitives"":112.3828125,""old_execution_primitives"":3.0,""original_production_primitives"":22.2265625,""original_search_primitives"":909.140625,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":43.828125,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":112.3828125,""reader_surface_comparisons"":26.296875,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.5677882069448397,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},task-cost,V02,absent-initially-useful-stable-costly,"{""consideration"":""varied"",""id"":""absent-initially-useful-stable-costly"",""kind"":""initially-useful"",""price_regime"":""costly"",""profile"":""absent"",""purpose"":""stable"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.48983277768438976,""future_choice_log_score"":-1.0131550873463993,""future_considered_targets"":22.51171875,""future_found_options"":8.765625,""future_legal"":1.0,""future_revision_primitives"":1.4287109375,""future_search_exhausted"":0.4951171875,""future_search_primitives"":112.3828125,""old_execution_primitives"":3.0,""original_production_primitives"":22.2265625,""original_search_primitives"":909.140625,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":8.765625,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":112.3828125,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.454664775366556,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},chronological,V02,absent-initially-useful-redirected-ordinary,"{""consideration"":""varied"",""id"":""absent-initially-useful-redirected-ordinary"",""kind"":""initially-useful"",""price_regime"":""ordinary"",""profile"":""absent"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.6580332598171016,""future_choice_log_score"":-1.2659436378900104,""future_considered_targets"":22.5478515625,""future_found_options"":8.3232421875,""future_legal"":1.0,""future_revision_primitives"":1.748046875,""future_search_exhausted"":0.4951171875,""future_search_primitives"":107.767578125,""old_execution_primitives"":3.0,""original_production_primitives"":29.6005859375,""original_search_primitives"":883.74609375,""reader_likelihood_terms"":343.1591796875,""reader_prediction_terms"":41.6162109375,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":991.513671875,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.6265417923148059,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},context-mixture,V02,absent-initially-useful-redirected-ordinary,"{""consideration"":""varied"",""id"":""absent-initially-useful-redirected-ordinary"",""kind"":""initially-useful"",""price_regime"":""ordinary"",""profile"":""absent"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.7154612532227979,""future_choice_log_score"":-1.3768416833740176,""future_considered_targets"":22.5478515625,""future_found_options"":8.3232421875,""future_legal"":1.0,""future_revision_primitives"":1.748046875,""future_search_exhausted"":0.4951171875,""future_search_primitives"":107.767578125,""old_execution_primitives"":3.0,""original_production_primitives"":29.6005859375,""original_search_primitives"":883.74609375,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":41.6162109375,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":107.767578125,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.6706242696652126,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},direct-chronological,V02,absent-initially-useful-redirected-ordinary,"{""consideration"":""varied"",""id"":""absent-initially-useful-redirected-ordinary"",""kind"":""initially-useful"",""price_regime"":""ordinary"",""profile"":""absent"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.6580332598171016,""future_choice_log_score"":-1.2659436378900104,""future_considered_targets"":22.5478515625,""future_found_options"":8.3232421875,""future_legal"":1.0,""future_revision_primitives"":1.748046875,""future_search_exhausted"":0.4951171875,""future_search_primitives"":107.767578125,""old_execution_primitives"":3.0,""original_production_primitives"":29.6005859375,""original_search_primitives"":883.74609375,""reader_likelihood_terms"":343.1591796875,""reader_prediction_terms"":41.6162109375,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":991.513671875,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.6265417923148059,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},stable,V02,absent-initially-useful-redirected-ordinary,"{""consideration"":""varied"",""id"":""absent-initially-useful-redirected-ordinary"",""kind"":""initially-useful"",""price_regime"":""ordinary"",""profile"":""absent"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.652237512506455,""future_choice_log_score"":-1.2532473251430507,""future_considered_targets"":22.5478515625,""future_found_options"":8.3232421875,""future_legal"":1.0,""future_revision_primitives"":1.748046875,""future_search_exhausted"":0.4951171875,""future_search_primitives"":107.767578125,""old_execution_primitives"":3.0,""original_production_primitives"":29.6005859375,""original_search_primitives"":883.74609375,""reader_likelihood_terms"":205.8955078125,""reader_prediction_terms"":24.9697265625,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":991.513671875,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.6252315578398501,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},surface-habit,V02,absent-initially-useful-redirected-ordinary,"{""consideration"":""varied"",""id"":""absent-initially-useful-redirected-ordinary"",""kind"":""initially-useful"",""price_regime"":""ordinary"",""profile"":""absent"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.7686714731633155,""future_choice_log_score"":-1.6722826925065253,""future_considered_targets"":22.5478515625,""future_found_options"":8.3232421875,""future_legal"":1.0,""future_revision_primitives"":1.748046875,""future_search_exhausted"":0.4951171875,""future_search_primitives"":107.767578125,""old_execution_primitives"":3.0,""original_production_primitives"":29.6005859375,""original_search_primitives"":883.74609375,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":41.6162109375,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":107.767578125,""reader_surface_comparisons"":24.9697265625,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.6756591439362303,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},task-cost,V02,absent-initially-useful-redirected-ordinary,"{""consideration"":""varied"",""id"":""absent-initially-useful-redirected-ordinary"",""kind"":""initially-useful"",""price_regime"":""ordinary"",""profile"":""absent"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.6401925362137325,""future_choice_log_score"":-1.224546653989749,""future_considered_targets"":22.5478515625,""future_found_options"":8.3232421875,""future_legal"":1.0,""future_revision_primitives"":1.748046875,""future_search_exhausted"":0.4951171875,""future_search_primitives"":107.767578125,""old_execution_primitives"":3.0,""original_production_primitives"":29.6005859375,""original_search_primitives"":883.74609375,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":8.3232421875,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":107.767578125,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.6165211121968368,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},chronological,V02,absent-initially-useful-redirected-costly,"{""consideration"":""varied"",""id"":""absent-initially-useful-redirected-costly"",""kind"":""initially-useful"",""price_regime"":""costly"",""profile"":""absent"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.4124578684953975,""future_choice_log_score"":-0.8263576895840222,""future_considered_targets"":22.5224609375,""future_found_options"":8.478515625,""future_legal"":1.0,""future_revision_primitives"":1.328125,""future_search_exhausted"":0.4951171875,""future_search_primitives"":108.3232421875,""old_execution_primitives"":3.0,""original_production_primitives"":22.6962890625,""original_search_primitives"":894.0849609375,""reader_likelihood_terms"":349.990234375,""reader_prediction_terms"":42.392578125,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":1002.408203125,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.39460615511152014,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},context-mixture,V02,absent-initially-useful-redirected-costly,"{""consideration"":""varied"",""id"":""absent-initially-useful-redirected-costly"",""kind"":""initially-useful"",""price_regime"":""costly"",""profile"":""absent"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.4559207877969005,""future_choice_log_score"":-0.9048823604298832,""future_considered_targets"":22.5224609375,""future_found_options"":8.478515625,""future_legal"":1.0,""future_revision_primitives"":1.328125,""future_search_exhausted"":0.4951171875,""future_search_primitives"":108.3232421875,""old_execution_primitives"":3.0,""original_production_primitives"":22.6962890625,""original_search_primitives"":894.0849609375,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":42.392578125,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":108.3232421875,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.4477410694751575,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},direct-chronological,V02,absent-initially-useful-redirected-costly,"{""consideration"":""varied"",""id"":""absent-initially-useful-redirected-costly"",""kind"":""initially-useful"",""price_regime"":""costly"",""profile"":""absent"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.4124578684953975,""future_choice_log_score"":-0.8263576895840222,""future_considered_targets"":22.5224609375,""future_found_options"":8.478515625,""future_legal"":1.0,""future_revision_primitives"":1.328125,""future_search_exhausted"":0.4951171875,""future_search_primitives"":108.3232421875,""old_execution_primitives"":3.0,""original_production_primitives"":22.6962890625,""original_search_primitives"":894.0849609375,""reader_likelihood_terms"":349.990234375,""reader_prediction_terms"":42.392578125,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":1002.408203125,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.39460615511152014,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},stable,V02,absent-initially-useful-redirected-costly,"{""consideration"":""varied"",""id"":""absent-initially-useful-redirected-costly"",""kind"":""initially-useful"",""price_regime"":""costly"",""profile"":""absent"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.40775861412763087,""future_choice_log_score"":-0.8143444588897314,""future_considered_targets"":22.5224609375,""future_found_options"":8.478515625,""future_legal"":1.0,""future_revision_primitives"":1.328125,""future_search_exhausted"":0.4951171875,""future_search_primitives"":108.3232421875,""old_execution_primitives"":3.0,""original_production_primitives"":22.6962890625,""original_search_primitives"":894.0849609375,""reader_likelihood_terms"":209.994140625,""reader_prediction_terms"":25.435546875,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":1002.408203125,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.3916898431771664,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},surface-habit,V02,absent-initially-useful-redirected-costly,"{""consideration"":""varied"",""id"":""absent-initially-useful-redirected-costly"",""kind"":""initially-useful"",""price_regime"":""costly"",""profile"":""absent"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.455795979369796,""future_choice_log_score"":-1.0077870992855258,""future_considered_targets"":22.5224609375,""future_found_options"":8.478515625,""future_legal"":1.0,""future_revision_primitives"":1.328125,""future_search_exhausted"":0.4951171875,""future_search_primitives"":108.3232421875,""old_execution_primitives"":3.0,""original_production_primitives"":22.6962890625,""original_search_primitives"":894.0849609375,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":42.392578125,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":108.3232421875,""reader_surface_comparisons"":25.435546875,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.5224047220569954,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},task-cost,V02,absent-initially-useful-redirected-costly,"{""consideration"":""varied"",""id"":""absent-initially-useful-redirected-costly"",""kind"":""initially-useful"",""price_regime"":""costly"",""profile"":""absent"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.3984682395410553,""future_choice_log_score"":-0.7887446199941659,""future_considered_targets"":22.5224609375,""future_found_options"":8.478515625,""future_legal"":1.0,""future_revision_primitives"":1.328125,""future_search_exhausted"":0.4951171875,""future_search_primitives"":108.3232421875,""old_execution_primitives"":3.0,""original_production_primitives"":22.6962890625,""original_search_primitives"":894.0849609375,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":8.478515625,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":108.3232421875,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.38762077984772614,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},all,V03,changed-profile-aligned-search-64-fee-0.01,"{""cause"":""changed-profile"",""id"":""changed-profile-aligned-search-64-fee-0.01"",""kind"":""aligned"",""query_fee"":0.01,""search_budget"":64}",1024,"{""artifact_reproduction_success"":1.0,""cause_entropy"":1.0764651598541355,""cause_log_score"":-1.0583204277971954,""future_choice_brier"":0.21129543891982336,""future_choice_log_score"":-0.3346847365390156,""future_production_primitives"":2.1298828125,""future_search_primitives"":64.0,""historical_program_success"":1.0,""history_production_primitives"":8.0,""history_search_primitives"":80.0,""old_execution_primitives"":2.0,""probe_production_primitives"":2.13671875,""probe_search_primitives"":64.0,""query_count"":1.0,""query_fee"":0.02,""reader_entropy_terms"":3.0,""reader_mixture_terms"":15.0,""reader_model_old_replay_primitives"":4.0,""reader_model_training_feedback_checks"":16.0,""reader_model_training_successful_tokens"":44.982421875,""reader_posterior_hypotheses"":3.0,""reader_reproduction_program_tokens"":3.0,""reader_search_primitives"":384.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.4912109375,""reader_utility_terms"":30.0,""reproduction_primitives"":3.0,""routine_definition_primitives"":2.0,""training_primitives"":23.35546875}",boundary-expansion-1/V03
{},direct-all,V03,changed-profile-aligned-search-64-fee-0.01,"{""cause"":""changed-profile"",""id"":""changed-profile-aligned-search-64-fee-0.01"",""kind"":""aligned"",""query_fee"":0.01,""search_budget"":64}",1024,"{""artifact_reproduction_success"":1.0,""cause_entropy"":1.0764651598541355,""cause_log_score"":-1.0583204277971954,""future_choice_brier"":0.21129543891982336,""future_choice_log_score"":-0.3346847365390156,""future_production_primitives"":2.1298828125,""future_search_primitives"":64.0,""historical_program_success"":1.0,""history_production_primitives"":8.0,""history_search_primitives"":80.0,""old_execution_primitives"":2.0,""probe_production_primitives"":2.13671875,""probe_search_primitives"":64.0,""query_count"":1.0,""query_fee"":0.02,""reader_entropy_terms"":3.0,""reader_mixture_terms"":15.0,""reader_model_old_replay_primitives"":4.0,""reader_model_training_feedback_checks"":16.0,""reader_model_training_successful_tokens"":44.982421875,""reader_posterior_hypotheses"":3.0,""reader_reproduction_program_tokens"":3.0,""reader_search_primitives"":384.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.4912109375,""reader_utility_terms"":30.0,""reproduction_primitives"":3.0,""routine_definition_primitives"":2.0,""training_primitives"":23.35546875}",boundary-expansion-1/V03
{},eig-artifact,V03,changed-profile-aligned-search-64-fee-0.01,"{""cause"":""changed-profile"",""id"":""changed-profile-aligned-search-64-fee-0.01"",""kind"":""aligned"",""query_fee"":0.01,""search_budget"":64}",1024,"{""artifact_reproduction_success"":1.0,""cause_entropy"":1.0986122886681096,""cause_log_score"":-1.0986122886681098,""future_choice_brier"":0.21279739068283546,""future_choice_log_score"":-0.3364544473379823,""future_production_primitives"":2.1298828125,""future_search_primitives"":64.0,""historical_program_success"":1.0,""history_production_primitives"":8.0,""history_search_primitives"":80.0,""old_execution_primitives"":2.0,""probe_production_primitives"":0.0,""probe_search_primitives"":0.0,""query_count"":0.0,""query_fee"":0.0,""reader_entropy_terms"":3.0,""reader_mixture_terms"":15.0,""reader_model_old_replay_primitives"":2.0,""reader_model_training_feedback_checks"":8.0,""reader_model_training_successful_tokens"":22.4912109375,""reader_posterior_hypotheses"":0.0,""reader_reproduction_program_tokens"":3.0,""reader_search_primitives"":192.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.4912109375,""reader_utility_terms"":15.0,""reproduction_primitives"":3.0,""routine_definition_primitives"":2.0,""training_primitives"":23.35546875}",boundary-expansion-1/V03
{},eig-cause,V03,changed-profile-aligned-search-64-fee-0.01,"{""cause"":""changed-profile"",""id"":""changed-profile-aligned-search-64-fee-0.01"",""kind"":""aligned"",""query_fee"":0.01,""search_budget"":64}",1024,"{""artifact_reproduction_success"":1.0,""cause_entropy"":1.0403709031516315,""cause_log_score"":-1.086151614468058,""future_choice_brier"":0.2116250670678967,""future_choice_log_score"":-0.3346281765935059,""future_production_primitives"":2.1298828125,""future_search_primitives"":64.0,""historical_program_success"":1.0,""history_production_primitives"":8.0,""history_search_primitives"":80.0,""old_execution_primitives"":2.0,""probe_production_primitives"":1.4501953125,""probe_search_primitives"":42.5,""query_count"":0.6640625,""query_fee"":0.0082421875,""reader_entropy_terms"":127.03125,""reader_mixture_terms"":15.0,""reader_model_old_replay_primitives"":19.328125,""reader_model_training_feedback_checks"":77.3125,""reader_model_training_successful_tokens"":217.3388671875,""reader_posterior_hypotheses"":126.0234375,""reader_reproduction_program_tokens"":3.0,""reader_search_primitives"":1775.1015625,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.4912109375,""reader_utility_terms"":142.984375,""reproduction_primitives"":3.0,""routine_definition_primitives"":2.0,""training_primitives"":23.35546875}",boundary-expansion-1/V03
{},eig-future,V03,changed-profile-aligned-search-64-fee-0.01,"{""cause"":""changed-profile"",""id"":""changed-profile-aligned-search-64-fee-0.01"",""kind"":""aligned"",""query_fee"":0.01,""search_budget"":64}",1024,"{""artifact_reproduction_success"":1.0,""cause_entropy"":1.0986122886681096,""cause_log_score"":-1.0986122886681098,""future_choice_brier"":0.21279739068283546,""future_choice_log_score"":-0.3364544473379823,""future_production_primitives"":2.1298828125,""future_search_primitives"":64.0,""historical_program_success"":1.0,""history_production_primitives"":8.0,""history_search_primitives"":80.0,""old_execution_primitives"":2.0,""probe_production_primitives"":0.0,""probe_search_primitives"":0.0,""query_count"":0.0,""query_fee"":0.0,""reader_entropy_terms"":219.71875,""reader_mixture_terms"":665.15625,""reader_model_old_replay_primitives"":22.0,""reader_model_training_feedback_checks"":88.0,""reader_model_training_successful_tokens"":247.4033203125,""reader_posterior_hypotheses"":124.03125,""reader_reproduction_program_tokens"":3.0,""reader_search_primitives"":2046.875,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.4912109375,""reader_utility_terms"":163.6875,""reproduction_primitives"":3.0,""routine_definition_primitives"":2.0,""training_primitives"":23.35546875}",boundary-expansion-1/V03
{},eig-history,V03,changed-profile-aligned-search-64-fee-0.01,"{""cause"":""changed-profile"",""id"":""changed-profile-aligned-search-64-fee-0.01"",""kind"":""aligned"",""query_fee"":0.01,""search_budget"":64}",1024,"{""artifact_reproduction_success"":1.0,""cause_entropy"":1.0986122886681096,""cause_log_score"":-1.0986122886681098,""future_choice_brier"":0.21279739068283546,""future_choice_log_score"":-0.3364544473379823,""future_production_primitives"":2.1298828125,""future_search_primitives"":64.0,""historical_program_success"":1.0,""history_production_primitives"":8.0,""history_search_primitives"":80.0,""old_execution_primitives"":2.0,""probe_production_primitives"":0.0,""probe_search_primitives"":0.0,""query_count"":0.0,""query_fee"":0.0,""reader_entropy_terms"":3.0,""reader_mixture_terms"":15.0,""reader_model_old_replay_primitives"":2.0,""reader_model_training_feedback_checks"":8.0,""reader_model_training_successful_tokens"":22.4912109375,""reader_posterior_hypotheses"":0.0,""reader_reproduction_program_tokens"":3.0,""reader_search_primitives"":192.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.4912109375,""reader_utility_terms"":15.0,""reproduction_primitives"":3.0,""routine_definition_primitives"":2.0,""training_primitives"":23.35546875}",boundary-expansion-1/V03
{},neutral,V03,changed-profile-aligned-search-64-fee-0.01,"{""cause"":""changed-profile"",""id"":""changed-profile-aligned-search-64-fee-0.01"",""kind"":""aligned"",""query_fee"":0.01,""search_budget"":64}",1024,"{""artifact_reproduction_success"":1.0,""cause_entropy"":1.032826121298878,""cause_log_score"":-1.073277202358194,""future_choice_brier"":0.2108441530752104,""future_choice_log_score"":-0.33372269739320937,""future_production_primitives"":2.1298828125,""future_search_primitives"":64.0,""historical_program_success"":1.0,""history_production_primitives"":8.0,""history_search_primitives"":80.0,""old_execution_primitives"":2.0,""probe_production_primitives"":2.115234375,""probe_search_primitives"":64.0,""query_count"":1.0,""query_fee"":0.015,""reader_entropy_terms"":3.0,""reader_mixture_terms"":15.0,""reader_model_old_replay_primitives"":4.0,""reader_model_training_feedback_checks"":16.0,""reader_model_training_successful_tokens"":44.982421875,""reader_posterior_hypotheses"":3.0,""reader_reproduction_program_tokens"":3.0,""reader_search_primitives"":367.71875,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.4912109375,""reader_utility_terms"":29.671875,""reproduction_primitives"":3.0,""routine_definition_primitives"":2.0,""training_primitives"":23.35546875}",boundary-expansion-1/V03
{},none,V03,changed-profile-aligned-search-64-fee-0.01,"{""cause"":""changed-profile"",""id"":""changed-profile-aligned-search-64-fee-0.01"",""kind"":""aligned"",""query_fee"":0.01,""search_budget"":64}",1024,"{""artifact_reproduction_success"":1.0,""cause_entropy"":1.0986122886681096,""cause_log_score"":-1.0986122886681098,""future_choice_brier"":0.21279739068283546,""future_choice_log_score"":-0.3364544473379823,""future_production_primitives"":2.1298828125,""future_search_primitives"":64.0,""historical_program_success"":1.0,""history_production_primitives"":8.0,""history_search_primitives"":80.0,""old_execution_primitives"":2.0,""probe_production_primitives"":0.0,""probe_search_primitives"":0.0,""query_count"":0.0,""query_fee"":0.0,""reader_entropy_terms"":3.0,""reader_mixture_terms"":15.0,""reader_model_old_replay_primitives"":2.0,""reader_model_training_feedback_checks"":8.0,""reader_model_training_successful_tokens"":22.4912109375,""reader_posterior_hypotheses"":0.0,""reader_reproduction_program_tokens"":3.0,""reader_search_primitives"":192.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.4912109375,""reader_utility_terms"":15.0,""reproduction_primitives"":3.0,""routine_definition_primitives"":2.0,""training_primitives"":23.35546875}",boundary-expansion-1/V03
{},open,V03,changed-profile-aligned-search-64-fee-0.01,"{""cause"":""changed-profile"",""id"":""changed-profile-aligned-search-64-fee-0.01"",""kind"":""aligned"",""query_fee"":0.01,""search_budget"":64}",1024,"{""artifact_reproduction_success"":1.0,""cause_entropy"":1.0454698540970613,""cause_log_score"":-1.086717946231451,""future_choice_brier"":0.21187842652091457,""future_choice_log_score"":-0.3349495472604421,""future_production_primitives"":2.1298828125,""future_search_primitives"":64.0,""historical_program_success"":1.0,""history_production_primitives"":8.0,""history_search_primitives"":80.0,""old_execution_primitives"":2.0,""probe_production_primitives"":2.123046875,""probe_search_primitives"":64.0,""query_count"":1.0,""query_fee"":0.01,""reader_entropy_terms"":3.0,""reader_mixture_terms"":15.0,""reader_model_old_replay_primitives"":4.0,""reader_model_training_feedback_checks"":16.0,""reader_model_training_successful_tokens"":44.982421875,""reader_posterior_hypotheses"":3.0,""reader_reproduction_program_tokens"":3.0,""reader_search_primitives"":367.71875,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.4912109375,""reader_utility_terms"":29.671875,""reproduction_primitives"":3.0,""routine_definition_primitives"":2.0,""training_primitives"":23.35546875}",boundary-expansion-1/V03
{},time,V03,changed-profile-aligned-search-64-fee-0.01,"{""cause"":""changed-profile"",""id"":""changed-profile-aligned-search-64-fee-0.01"",""kind"":""aligned"",""query_fee"":0.01,""search_budget"":64}",1024,"{""artifact_reproduction_success"":1.0,""cause_entropy"":1.0837638432505747,""cause_log_score"":-1.0905071897638663,""future_choice_brier"":0.21263457672856556,""future_choice_log_score"":-0.3359374748573337,""future_production_primitives"":2.1298828125,""future_search_primitives"":64.0,""historical_program_success"":1.0,""history_production_primitives"":8.0,""history_search_primitives"":80.0,""old_execution_primitives"":2.0,""probe_production_primitives"":2.12109375,""probe_search_primitives"":64.0,""query_count"":1.0,""query_fee"":0.015,""reader_entropy_terms"":3.0,""reader_mixture_terms"":15.0,""reader_model_old_replay_primitives"":4.0,""reader_model_training_feedback_checks"":16.0,""reader_model_training_successful_tokens"":44.982421875,""reader_posterior_hypotheses"":3.0,""reader_reproduction_program_tokens"":3.0,""reader_search_primitives"":384.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.4912109375,""reader_utility_terms"":30.0,""reproduction_primitives"":3.0,""routine_definition_primitives"":2.0,""training_primitives"":23.35546875}",boundary-expansion-1/V03
