access_contract,bootstrap,card_id,condition,condition_factors,criterion_state,estimand,evidence_scope,interval_95,mean,n_constructors,n_makers,paired_standard_deviation,source
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-aligned-search-256-fee-0.1,"{""cause"":""changed-profile"",""id"":""changed-profile-aligned-search-256-fee-0.1"",""kind"":""aligned"",""query_fee"":0.1,""search_budget"":256}",inconclusive,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-none-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus none: future_choice_log_score"",""practical_bar"":0.02,""rival"":""none"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[0.007475709364949877,0.04215941959043057]",0.024769419369931416,128,1024,0.21056999247700284,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-aligned-search-256-fee-0.1,"{""cause"":""changed-profile"",""id"":""changed-profile-aligned-search-256-fee-0.1"",""kind"":""aligned"",""query_fee"":0.1,""search_budget"":256}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""eig-future"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-eig-future-minus-eig-cause-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""eig-future minus eig-cause: future_choice_log_score"",""practical_bar"":0.02,""rival"":""eig-cause"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[-0.027015127999049714,-0.003918597373607674]",-0.015142533998050343,128,1024,0.14542196102720917,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-aligned-search-256-fee-0.1,"{""cause"":""changed-profile"",""id"":""changed-profile-aligned-search-256-fee-0.1"",""kind"":""aligned"",""query_fee"":0.1,""search_budget"":256}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-direct-all-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus direct-all: future_choice_log_score"",""practical_bar"":0.02,""rival"":""direct-all"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-subtle-search-64-fee-0.01,"{""cause"":""changed-profile"",""id"":""changed-profile-subtle-search-64-fee-0.01"",""kind"":""subtle"",""query_fee"":0.01,""search_budget"":64}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-none-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus none: future_choice_log_score"",""practical_bar"":0.02,""rival"":""none"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[2.574655497125289e-09,9.721318588152456e-09]",5.511613853463222e-09,128,1024,2.0239263224436035e-08,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-subtle-search-64-fee-0.01,"{""cause"":""changed-profile"",""id"":""changed-profile-subtle-search-64-fee-0.01"",""kind"":""subtle"",""query_fee"":0.01,""search_budget"":64}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""eig-future"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-eig-future-minus-eig-cause-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""eig-future minus eig-cause: future_choice_log_score"",""practical_bar"":0.02,""rival"":""eig-cause"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[-9.556137176773014e-06,-3.1553636162113958e-06]",-6.063749030706605e-06,128,1024,1.8212449265612242e-05,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-subtle-search-64-fee-0.01,"{""cause"":""changed-profile"",""id"":""changed-profile-subtle-search-64-fee-0.01"",""kind"":""subtle"",""query_fee"":0.01,""search_budget"":64}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-direct-all-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus direct-all: future_choice_log_score"",""practical_bar"":0.02,""rival"":""direct-all"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-subtle-search-64-fee-0.1,"{""cause"":""changed-profile"",""id"":""changed-profile-subtle-search-64-fee-0.1"",""kind"":""subtle"",""query_fee"":0.1,""search_budget"":64}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-none-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus none: future_choice_log_score"",""practical_bar"":0.02,""rival"":""none"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[2.574655497125289e-09,9.721318588152456e-09]",5.511613853463222e-09,128,1024,2.0239263224436035e-08,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-subtle-search-64-fee-0.1,"{""cause"":""changed-profile"",""id"":""changed-profile-subtle-search-64-fee-0.1"",""kind"":""subtle"",""query_fee"":0.1,""search_budget"":64}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""eig-future"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-eig-future-minus-eig-cause-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""eig-future minus eig-cause: future_choice_log_score"",""practical_bar"":0.02,""rival"":""eig-cause"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[-9.556137176773014e-06,-3.1553636162113958e-06]",-6.063749030706605e-06,128,1024,1.8212449265612242e-05,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-subtle-search-64-fee-0.1,"{""cause"":""changed-profile"",""id"":""changed-profile-subtle-search-64-fee-0.1"",""kind"":""subtle"",""query_fee"":0.1,""search_budget"":64}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-direct-all-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus direct-all: future_choice_log_score"",""practical_bar"":0.02,""rival"":""direct-all"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-subtle-search-256-fee-0.01,"{""cause"":""changed-profile"",""id"":""changed-profile-subtle-search-256-fee-0.01"",""kind"":""subtle"",""query_fee"":0.01,""search_budget"":256}",held,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-none-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus none: future_choice_log_score"",""practical_bar"":0.02,""rival"":""none"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[0.029479586725008135,0.07598059187424244]",0.05348269993977237,128,1024,0.27382269045433905,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-subtle-search-256-fee-0.01,"{""cause"":""changed-profile"",""id"":""changed-profile-subtle-search-256-fee-0.01"",""kind"":""subtle"",""query_fee"":0.01,""search_budget"":256}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""eig-future"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-eig-future-minus-eig-cause-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""eig-future minus eig-cause: future_choice_log_score"",""practical_bar"":0.02,""rival"":""eig-cause"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[-0.002770962798212967,0.0019048322526192657]",-0.0004478116973120577,128,1024,0.03169737858828051,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-subtle-search-256-fee-0.01,"{""cause"":""changed-profile"",""id"":""changed-profile-subtle-search-256-fee-0.01"",""kind"":""subtle"",""query_fee"":0.01,""search_budget"":256}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-direct-all-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus direct-all: future_choice_log_score"",""practical_bar"":0.02,""rival"":""direct-all"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-subtle-search-256-fee-0.1,"{""cause"":""changed-profile"",""id"":""changed-profile-subtle-search-256-fee-0.1"",""kind"":""subtle"",""query_fee"":0.1,""search_budget"":256}",held,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-none-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus none: future_choice_log_score"",""practical_bar"":0.02,""rival"":""none"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[0.022768822307545733,0.07675370178199528]",0.04935314716574414,128,1024,0.3006991849822836,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-subtle-search-256-fee-0.1,"{""cause"":""changed-profile"",""id"":""changed-profile-subtle-search-256-fee-0.1"",""kind"":""subtle"",""query_fee"":0.1,""search_budget"":256}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""eig-future"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-eig-future-minus-eig-cause-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""eig-future minus eig-cause: future_choice_log_score"",""practical_bar"":0.02,""rival"":""eig-cause"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[-0.1219291255779574,-0.06496075929656776]",-0.09325681202447547,128,1024,0.3340111726481737,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-subtle-search-256-fee-0.1,"{""cause"":""changed-profile"",""id"":""changed-profile-subtle-search-256-fee-0.1"",""kind"":""subtle"",""query_fee"":0.1,""search_budget"":256}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-direct-all-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus direct-all: future_choice_log_score"",""practical_bar"":0.02,""rival"":""direct-all"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-initially-useful-search-64-fee-0.01,"{""cause"":""changed-profile"",""id"":""changed-profile-initially-useful-search-64-fee-0.01"",""kind"":""initially-useful"",""query_fee"":0.01,""search_budget"":64}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-none-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus none: future_choice_log_score"",""practical_bar"":0.02,""rival"":""none"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[-0.002445791751129524,0.006050564437500067]",0.0013360139318438517,128,1024,0.05302587409505885,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-initially-useful-search-64-fee-0.01,"{""cause"":""changed-profile"",""id"":""changed-profile-initially-useful-search-64-fee-0.01"",""kind"":""initially-useful"",""query_fee"":0.01,""search_budget"":64}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""eig-future"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-eig-future-minus-eig-cause-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""eig-future minus eig-cause: future_choice_log_score"",""practical_bar"":0.02,""rival"":""eig-cause"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[-0.0032898266515492807,0.0016321340545458279]",-0.0007638807807907257,128,1024,0.029987382082319675,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-initially-useful-search-64-fee-0.01,"{""cause"":""changed-profile"",""id"":""changed-profile-initially-useful-search-64-fee-0.01"",""kind"":""initially-useful"",""query_fee"":0.01,""search_budget"":64}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-direct-all-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus direct-all: future_choice_log_score"",""practical_bar"":0.02,""rival"":""direct-all"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-initially-useful-search-64-fee-0.1,"{""cause"":""changed-profile"",""id"":""changed-profile-initially-useful-search-64-fee-0.1"",""kind"":""initially-useful"",""query_fee"":0.1,""search_budget"":64}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-none-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus none: future_choice_log_score"",""practical_bar"":0.02,""rival"":""none"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[-0.005019341555046556,0.0015771618720176559]",-0.0019655771184410296,128,1024,0.036915190111732755,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-initially-useful-search-64-fee-0.1,"{""cause"":""changed-profile"",""id"":""changed-profile-initially-useful-search-64-fee-0.1"",""kind"":""initially-useful"",""query_fee"":0.1,""search_budget"":64}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""eig-future"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-eig-future-minus-eig-cause-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""eig-future minus eig-cause: future_choice_log_score"",""practical_bar"":0.02,""rival"":""eig-cause"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[-0.0022878127019283203,0.0006749605270598272]",-0.0006580199680149574,128,1024,0.015736161272795788,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-initially-useful-search-64-fee-0.1,"{""cause"":""changed-profile"",""id"":""changed-profile-initially-useful-search-64-fee-0.1"",""kind"":""initially-useful"",""query_fee"":0.1,""search_budget"":64}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-direct-all-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus direct-all: future_choice_log_score"",""practical_bar"":0.02,""rival"":""direct-all"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-initially-useful-search-256-fee-0.01,"{""cause"":""changed-profile"",""id"":""changed-profile-initially-useful-search-256-fee-0.01"",""kind"":""initially-useful"",""query_fee"":0.01,""search_budget"":256}",held,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-none-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus none: future_choice_log_score"",""practical_bar"":0.02,""rival"":""none"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[0.02831606594112331,0.07416599648897873]",0.05087509024845794,128,1024,0.26884491346844286,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-initially-useful-search-256-fee-0.01,"{""cause"":""changed-profile"",""id"":""changed-profile-initially-useful-search-256-fee-0.01"",""kind"":""initially-useful"",""query_fee"":0.01,""search_budget"":256}",inconclusive,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""eig-future"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-eig-future-minus-eig-cause-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""eig-future minus eig-cause: future_choice_log_score"",""practical_bar"":0.02,""rival"":""eig-cause"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[-0.0010098590707357138,0.03919020269191557]",0.01837968500482336,128,1024,0.23613777465599875,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-initially-useful-search-256-fee-0.01,"{""cause"":""changed-profile"",""id"":""changed-profile-initially-useful-search-256-fee-0.01"",""kind"":""initially-useful"",""query_fee"":0.01,""search_budget"":256}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-direct-all-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus direct-all: future_choice_log_score"",""practical_bar"":0.02,""rival"":""direct-all"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-initially-useful-search-256-fee-0.1,"{""cause"":""changed-profile"",""id"":""changed-profile-initially-useful-search-256-fee-0.1"",""kind"":""initially-useful"",""query_fee"":0.1,""search_budget"":256}",held,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-none-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus none: future_choice_log_score"",""practical_bar"":0.02,""rival"":""none"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[0.03467379769097717,0.08120134974589503]",0.057737993865530274,128,1024,0.2739204119091947,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-initially-useful-search-256-fee-0.1,"{""cause"":""changed-profile"",""id"":""changed-profile-initially-useful-search-256-fee-0.1"",""kind"":""initially-useful"",""query_fee"":0.1,""search_budget"":256}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""eig-future"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-eig-future-minus-eig-cause-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""eig-future minus eig-cause: future_choice_log_score"",""practical_bar"":0.02,""rival"":""eig-cause"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[-0.06922124531171865,-0.01861267749969256]",-0.0428767313386221,128,1024,0.30169570539738,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,changed-profile-initially-useful-search-256-fee-0.1,"{""cause"":""changed-profile"",""id"":""changed-profile-initially-useful-search-256-fee-0.1"",""kind"":""initially-useful"",""query_fee"":0.1,""search_budget"":256}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-direct-all-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus direct-all: future_choice_log_score"",""practical_bar"":0.02,""rival"":""direct-all"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,tight-capability-aligned-search-64-fee-0.01,"{""cause"":""tight-capability"",""id"":""tight-capability-aligned-search-64-fee-0.01"",""kind"":""aligned"",""query_fee"":0.01,""search_budget"":64}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-none-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus none: future_choice_log_score"",""practical_bar"":0.02,""rival"":""none"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[-0.002500681379954197,0.0023768507497492755]",-0.00014956279445184576,128,1024,0.02793350989990319,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,tight-capability-aligned-search-64-fee-0.01,"{""cause"":""tight-capability"",""id"":""tight-capability-aligned-search-64-fee-0.01"",""kind"":""aligned"",""query_fee"":0.01,""search_budget"":64}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""eig-future"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-eig-future-minus-eig-cause-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""eig-future minus eig-cause: future_choice_log_score"",""practical_bar"":0.02,""rival"":""eig-cause"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[-0.0021134317475698856,-0.000563651900917336]",-0.0013305662213428638,128,1024,0.008549530857379473,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,tight-capability-aligned-search-64-fee-0.01,"{""cause"":""tight-capability"",""id"":""tight-capability-aligned-search-64-fee-0.01"",""kind"":""aligned"",""query_fee"":0.01,""search_budget"":64}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-direct-all-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus direct-all: future_choice_log_score"",""practical_bar"":0.02,""rival"":""direct-all"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,tight-capability-aligned-search-64-fee-0.1,"{""cause"":""tight-capability"",""id"":""tight-capability-aligned-search-64-fee-0.1"",""kind"":""aligned"",""query_fee"":0.1,""search_budget"":64}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-none-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus none: future_choice_log_score"",""practical_bar"":0.02,""rival"":""none"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[-0.0024834882288290593,0.0036236667241566966]",0.00034375054526086964,128,1024,0.038648302492417144,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,tight-capability-aligned-search-64-fee-0.1,"{""cause"":""tight-capability"",""id"":""tight-capability-aligned-search-64-fee-0.1"",""kind"":""aligned"",""query_fee"":0.1,""search_budget"":64}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""eig-future"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-eig-future-minus-eig-cause-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""eig-future minus eig-cause: future_choice_log_score"",""practical_bar"":0.02,""rival"":""eig-cause"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[-0.0004656135977773769,0.00043209740376339256]",-3.7147442526505825e-05,128,1024,0.0056386700341941225,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,tight-capability-aligned-search-64-fee-0.1,"{""cause"":""tight-capability"",""id"":""tight-capability-aligned-search-64-fee-0.1"",""kind"":""aligned"",""query_fee"":0.1,""search_budget"":64}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-direct-all-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus direct-all: future_choice_log_score"",""practical_bar"":0.02,""rival"":""direct-all"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/V03
